epoch,loss_G,loss_D_A,loss_D_B,loss_GAN,loss_cycle,loss_identity,fid_AB,fid_BA,lr
98,3.208107391096308,0.19718230954235214,0.18495516953724817,0.927078673544763,0.1601647445173446,0.1358762545304572,,,0.0002
99,3.17668065601289,0.19635672450350766,0.18413218914716706,0.9298019731331386,0.15784061529744012,0.13369450558770277,,,0.0002
100,3.211535465378055,0.19161700131417314,0.18088320005681435,0.9542429298601159,0.15842670047979243,0.13460510606503698,155.19638061523438,123.72428894042969,0.0002
101,3.2297941730581625,0.1939581341153126,0.18314183301221984,0.9402136451567471,0.16080849842918749,0.13629910958175923,,,0.0002
102,3.168128189324631,0.19336262828797482,0.1816048668450708,0.9388300720328087,0.15576202106516776,0.1343355813923715,,,0.00019800000000000002
103,3.147140813762938,0.18993184527599777,0.18011530532051057,0.9467481195020021,0.15494195089636187,0.13019463656080835,,,0.000196
104,3.1639248091760397,0.191887520045276,0.17971829514149887,0.9421645261500838,0.15602128329057105,0.13230949163188294,,,0.000194
105,3.1964147268731415,0.18968982385860808,0.18144325261992256,0.9595272582722599,0.15752902774686786,0.13231943734172985,,,0.000192
106,3.1331856558437554,0.18882061573068984,0.18075513510879812,0.949141727828067,0.15399662308738557,0.12881553930553066,,,0.00019
107,3.1151739574157222,0.18924315967089822,0.18133608888107206,0.9453764249871359,0.1531129756885726,0.12773355510784085,,,0.000188
108,3.1094688748003105,0.18906835187683513,0.17538679456219472,0.9519010536570076,0.15237029782981704,0.12677296936161034,,,0.000186
109,3.157429879383203,0.18897678512235386,0.17570550847612137,0.9618183191101615,0.1551650930579909,0.12879212528569542,,,0.00018400000000000003
110,3.0877632931006436,0.1886132997337279,0.17996689253710613,0.950968295584366,0.15089091548186173,0.12557716711156502,166.124267578125,130.54827880859375,0.000182
111,3.0796034912833754,0.1879728667847483,0.1783663590673551,0.9556247200944824,0.1497635556580508,0.12526864211520106,,,0.00018
112,3.061961176000002,0.188443960064439,0.17744381325840364,0.9602821718049588,0.1486716072373933,0.12299258676490091,,,0.00017800000000000002
113,3.0677965932084255,0.1882486564177614,0.17482308429228077,0.957632363632219,0.1491549553183274,0.1237229349071542,,,0.00017600000000000002
114,3.039659875063948,0.18563274294503537,0.1764926198409309,0.9612866293079603,0.1469489775298271,0.12177669422169078,,,0.000174
115,3.0751656102011085,0.18537816393597673,0.17462666251927877,0.9770796977502675,0.148045179683631,0.12352682343730749,,,0.000172
116,3.023205586691717,0.18475297291171797,0.17347946513162688,0.9674997921225134,0.14536246955687213,0.1204162192831622,,,0.00017
117,3.026283827450371,0.18501809974757624,0.17510081865112787,0.9648669000287285,0.14602770681206917,0.12022797157211089,,,0.000168
118,3.0320530587019467,0.1877277834127064,0.17656974095606243,0.9687910198112465,0.14608470221087555,0.12048300203955911,,,0.000166
119,3.0134983784551124,0.18219479719785583,0.1751394307111062,0.9678171190329927,0.14530201844132568,0.11853221655111318,,,0.00016400000000000003
120,2.9942137174915167,0.17955859835507298,0.1718441787412549,0.9805392074573263,0.1425894668016864,0.11755596761892424,173.94102478027344,123.27820587158203,0.000162
121,3.005920645416192,0.18116895926310164,0.17322343614928504,0.9834247396288255,0.1432114195835368,0.11807634254096769,,,0.00016
122,2.967908386627287,0.1836094754410796,0.1733328206528625,0.9729438300104675,0.1414663139383388,0.11606028258537286,,,0.00015800000000000002
123,2.9715112294486272,0.17851072346921407,0.17356519819300356,0.9809396591867385,0.14134179634042998,0.11543072152871847,,,0.00015600000000000002
124,3.005033273575233,0.18028912556168492,0.1684836582504615,1.0002873137490906,0.1424248536374197,0.1160994854274044,,,0.000154
125,2.921504184355095,0.18144661703963158,0.172772193051531,0.9705494770650424,0.13842239151905283,0.11334615857344965,,,0.000152
126,2.9731683326305656,0.17850224519837593,0.16763202454328127,0.9920046930809133,0.1410796656926785,0.11407339657356157,,,0.00015000000000000001
127,2.9464324985331944,0.17841115448773784,0.1703549582763439,0.9856640576760598,0.1395221142586361,0.11310945921399292,,,0.000148
128,2.921624625863926,0.18207104770983984,0.171328001981921,0.9785901640886413,0.13829870634621796,0.11200947994850685,,,0.000146
129,2.9319106203534067,0.17637881929817098,0.16421916780370024,0.9907980542392328,0.1383135911439188,0.11159533033032296,,,0.000144
130,2.9381929905070643,0.17738564815500182,0.16656144783705093,1.0018034640249958,0.13813398516681175,0.11100993493354355,156.02224731445312,127.26647186279297,0.000142
131,2.8859247969457984,0.17970982023036808,0.1692669600434784,0.9840734282232477,0.13585838365484618,0.10865350707020095,,,0.00014
132,2.8833131760914497,0.17301349667786559,0.16624245830099588,0.9918107191819087,0.13474407968302354,0.10881233266148062,,,0.000138
133,2.9006872737489573,0.17757219960867365,0.1676335633056964,0.9968333798986188,0.13597613965710434,0.10881849969495033,,,0.000136
134,2.9255408599636388,0.17594840343752777,0.165168578093972,0.9988364770906129,0.1378919221936077,0.10955703243891086,,,0.000134
135,2.917447466962588,0.1710207126870152,0.1653318320719984,1.0074804080567954,0.1365225559157174,0.10894830025535103,,,0.00013199999999999998
136,2.8711564256585733,0.17737401834706445,0.1675806584346663,0.992533412017111,0.1345356049507827,0.10665339298027186,,,0.00013000000000000002
137,2.8688436607383303,0.1704748309015409,0.16435881614158618,1.0123032237877438,0.1325611626625178,0.10618576232683904,,,0.00012800000000000002
138,2.8872295288155194,0.1728160136413118,0.16476612774265878,1.0045100135237008,0.1350360149051537,0.10647187283275406,,,0.000126
139,2.8561317952271184,0.17580866124170216,0.16549420298988382,1.0003527021794136,0.1331578476155237,0.10484012428367688,,,0.000124
140,2.8381092593995114,0.1731901704219478,0.16397632641847573,0.9958142559825497,0.13224313332095114,0.10397273383237662,155.33631896972656,122.3489761352539,0.000122
141,2.870735006547653,0.17142463695912297,0.16001704095573083,1.026595924945294,0.13213400283903323,0.1045598096787286,,,0.00012
142,2.84778449369249,0.1721025584384404,0.1643835280101538,1.0143832982288377,0.1315367520294199,0.10360673465514675,,,0.00011800000000000002
143,2.87524445520182,0.16992471986601057,0.15931803552878032,1.0293718125155675,0.13261381623730925,0.10394689617303801,,,0.00011600000000000001
144,2.865629635568456,0.17098380547744368,0.15962866098931658,1.0396864807874813,0.13128436249301526,0.1026199064944104,,,0.00011400000000000002
145,2.8437188143117154,0.16824882342621786,0.1584665839879301,1.0291045487687445,0.1307440659906843,0.10143472041506997,,,0.00011200000000000001
146,2.808886717299367,0.16995266717844904,0.1615673564283051,1.0124114646527904,0.12929852706790557,0.10069799622094901,,,0.00011000000000000002
147,2.828397702071103,0.16828025432378493,0.15789551251148393,1.0310146937601934,0.12946362201932368,0.10054935650923769,,,0.00010800000000000001
148,2.838448951943934,0.16481413710149512,0.15767837900730533,1.0321555295273648,0.13030397390052895,0.10065073635834941,,,0.00010600000000000002
149,2.8106497368236987,0.16862772487038133,0.15986385665490302,1.0235005984479475,0.12906519701965774,0.0992994336000076,,,0.00010400000000000001
150,2.7965911165888806,0.17087556924433306,0.15718215230534308,1.0295964089881215,0.12758738277032167,0.09822417581426501,163.69728088378906,128.46070861816406,0.00010200000000000001
151,2.784113880462572,0.16520974217521958,0.15944891502135694,1.027277705669988,0.12696199608241027,0.09744324326018004,,,0.0001
152,2.774034257141016,0.1688904587446298,0.15767251721001116,1.0231858994354794,0.12648456466546001,0.09720054234106594,,,9.8e-05
153,2.794513232223653,0.16640937678932677,0.15988292825847894,1.0320023585173053,0.1275169063831101,0.09746836182881619,,,9.6e-05
154,2.772525331456949,0.16665296721563724,0.15569937298617256,1.034689954440891,0.12576488217556442,0.09603731138988145,,,9.4e-05
155,2.7779799368711404,0.1630494399169886,0.154825503874837,1.0363041323932276,0.12624763297438035,0.09583989476695495,,,9.2e-05
156,2.750130742876055,0.17047085727988154,0.15761359884304024,1.0146167962661083,0.12562089226225992,0.0958610039032535,,,8.999999999999999e-05
157,2.769059966193097,0.16517538247927951,0.15628668044760488,1.0396574869591073,0.12553611777949497,0.09480826048522281,,,8.8e-05
158,2.7549172954540606,0.1652437781346587,0.15431775178091273,1.0387349789404658,0.1243387812326303,0.09455890113796757,,,8.600000000000002e-05
159,2.7527837127417882,0.16563649094271474,0.15122239655057393,1.0368946690671694,0.12490531699814202,0.09336717576300314,,,8.400000000000001e-05
160,2.7270274521441173,0.16416136950429921,0.15551034477013834,1.028415812974589,0.12330724331490893,0.09310784171151694,155.13397216796875,122.253173828125,8.200000000000001e-05
161,2.728362178311147,0.16306182676131112,0.15134536788247752,1.036202991821815,0.12319000605658297,0.09205182518908742,,,8e-05
162,2.7333963767820064,0.1600699455507458,0.1528111287905406,1.0479025758868696,0.12274844384403996,0.09160187159380688,,,7.800000000000001e-05
163,2.726397933740026,0.16296753644307124,0.15267421922466412,1.0413471262050213,0.12284174982652112,0.09132666271307868,,,7.6e-05
164,2.7233199076516823,0.16271382618889257,0.15324868128741923,1.0427802815463054,0.12266454006288424,0.09077884448770802,,,7.4e-05
165,2.7312789453491497,0.16136756861788953,0.15162313671579714,1.0412252913864368,0.12326827431801374,0.09147418294032493,,,7.2e-05
166,2.727764544238988,0.16045367804020497,0.15134273612025442,1.0469543166436672,0.12291314264976944,0.0903357603935428,,,7e-05
167,2.6908804749132256,0.1609429414361218,0.15495011941241915,1.0294920848911011,0.12120237447855166,0.08987292906925652,,,6.8e-05
168,2.6886596504207683,0.16031282495476956,0.15554927214907008,1.034321070536313,0.12073472345849248,0.08939826918054844,,,6.599999999999999e-05
169,2.681889623842249,0.16140598338554313,0.15421162078283193,1.0364700992746139,0.12009339040772253,0.08889712408638328,,,6.4e-05
170,2.6927399560443552,0.15966353498918384,0.15004051915964914,1.0448497650784763,0.12027012416407451,0.08903778856574494,160.5052032470703,125.93356323242188,6.200000000000002e-05
171,2.6949141190494244,0.1578148401162283,0.15056496329049893,1.0437653153345092,0.1204611396671102,0.0893074805108909,,,6.0000000000000015e-05
172,2.6630031774743617,0.1590455784275031,0.15400064490201779,1.0354011666552476,0.11889069441110042,0.08773901356133734,,,5.800000000000001e-05
173,2.6701679806479994,0.15939175511204928,0.14966105655479128,1.0398551359904291,0.119147238607671,0.0877680913293853,,,5.6000000000000006e-05
174,2.6727391056738377,0.15869761680612035,0.1514804289073951,1.0472917801264574,0.11920315357723929,0.08668315784970958,,,5.4000000000000005e-05
175,2.665533223844721,0.15627121884408712,0.15078036597874145,1.0468577308848983,0.11863982263619813,0.086455453256688,,,5.2000000000000004e-05
176,2.672734644040977,0.15482833308110178,0.1478048713148459,1.04974308405236,0.11910508363941817,0.08638814379396219,,,5e-05
177,2.6677393855945635,0.1542742041481606,0.15024512886299118,1.0546285038314929,0.11810900991868457,0.08640415627980957,,,4.8e-05
178,2.662562413702301,0.1541214013605637,0.1473788777009837,1.0536464766559939,0.11806931479361504,0.08564455830971907,,,4.6e-05
179,2.6609148340440476,0.15628895780640098,0.14965117820360357,1.0604180657068107,0.11728739425525347,0.08552456552471684,,,4.4e-05
180,2.6525736124171595,0.15303087110016075,0.15003992994046306,1.055443477466834,0.1171058298648866,0.08521436716377793,150.3629608154297,120.64240264892578,4.2e-05
181,2.665876839883896,0.15388324426832564,0.14439100865000482,1.0641288577457406,0.11772091087169573,0.08490777397720221,,,3.999999999999999e-05
182,2.6475168998856775,0.1527204822156655,0.14632429085284385,1.0582263538718106,0.11685026948860279,0.08415756909445411,,,3.799999999999999e-05
183,2.6458009408898397,0.15577955150627645,0.14698289970522774,1.0526517239765751,0.11679553774288756,0.08503876674382914,,,3.6000000000000014e-05
184,2.626251301774801,0.1531370438898569,0.1457379662721501,1.0571133785381168,0.1152527949263701,0.08332199397130383,,,3.4000000000000007e-05
185,2.6393690557311396,0.15139227623889503,0.14565462707537313,1.0623127269440709,0.11591696033256094,0.08357734540961792,,,3.2000000000000005e-05
186,2.61607647878031,0.15189342135316725,0.1445198131485735,1.0528531977367588,0.11462767379791626,0.08338930937475264,,,3.0000000000000008e-05
187,2.634578740397894,0.15243024144676295,0.14651277236150573,1.0595412505562103,0.1156560413510163,0.08369541507839455,,,2.8000000000000003e-05
188,2.6334210910319813,0.15145482504018332,0.1438548981547502,1.062762796937308,0.11543763548472094,0.08325638871738675,,,2.6000000000000002e-05
189,2.6167447749485095,0.15247150790220504,0.14388340988705506,1.0545869945192945,0.11499221779778965,0.08244712053778946,,,2.4e-05
190,2.618226897728221,0.14952819695160655,0.14289609199139391,1.0623459095341885,0.11450119764782613,0.08217380304434231,159.82530212402344,115.02291870117188,2.2e-05
191,2.598450525586107,0.1481086148736931,0.14462985748368462,1.051250435799448,0.11369049573231259,0.08205902593994514,,,1.9999999999999995e-05
192,2.6017768980827367,0.14857478545461367,0.14310210023049752,1.0547683770394536,0.11398773210103075,0.08142624047819719,,,1.7999999999999994e-05
193,2.582125871642415,0.14943780192887818,0.1454117734193568,1.0497213358149093,0.11273705710358077,0.08100679274410799,,,1.5999999999999992e-05
194,2.5913194773592587,0.14701653706226078,0.14369860380317676,1.049817589887576,0.11303471724874722,0.08223094347721813,,,1.3999999999999991e-05
195,2.5806970041797253,0.14909417680496673,0.14431384979391707,1.0442903756919857,0.11316578304056915,0.08094975913822709,,,1.200000000000001e-05
196,2.5772474711729805,0.14496952202445273,0.14353782267029142,1.0507945700002956,0.11251551664495608,0.08025954686785236,,,1.000000000000001e-05
197,2.58205326873959,0.14633383375242484,0.14050460058073416,1.0621925355232265,0.11162017250727858,0.08073180173985273,,,8.000000000000008e-06
198,2.585128947609891,0.14496144251870513,0.13908139493780702,1.0580684958543114,0.11220815676512147,0.08099577666952168,,,6.000000000000005e-06
199,2.5911156001105042,0.14363778165749058,0.1412454026223867,1.0588610353600874,0.11253897573385786,0.08137296245847413,,,4.000000000000004e-06
200,2.5894279082226217,0.14469575820905656,0.1378819580053704,1.0572241747110234,0.11271457372268003,0.08101159938125779,160.4295196533203,123.82113647460938,2.000000000000002e-06
