epoch,loss_g,loss_c,fid,is_mean,is_std,run
1,0.016228278528290827,-8.98543685346425,443.6089172363281,1.0638771057128906,0.0014400210930034518,1
2,0.0148102763739119,-9.273106229471994,,,,1
3,0.014742324353436698,-9.266589461089847,,,,1
4,0.01405328863417002,-9.265361852787592,,,,1
5,0.011802639101629497,-9.265177510001443,446.972900390625,1.0666735172271729,0.0015851582866162062,1
6,0.019212896827977947,-9.26491292831781,,,,1
7,0.0005329043002615168,-9.267796828196598,,,,1
8,0.02059561717317853,-9.267386856821034,,,,1
9,0.018432408980223337,-9.27330031407463,,,,1
10,0.011751465159466318,-9.274237466025186,448.90557861328125,1.06338632106781,0.0021978053264319897,1
11,0.016776654707720516,-9.26346616790845,,,,1
12,0.0011752636272214366,-9.266521520131118,,,,1
13,0.02383517711936216,-9.270046093455562,,,,1
14,0.018489329269220173,-9.274130068667285,,,,1
15,0.010127487437823181,-9.27326803378292,450.8429870605469,1.0580719709396362,0.001324657816439867,1
16,0.0034036215319838766,-9.268777684731917,,,,1
17,0.022351452388488884,-9.266581943193517,,,,1
18,0.010987623126190676,-9.265142825099971,,,,1
19,0.004710262855468074,-9.265382071891866,,,,1
20,0.016333245331689332,-9.267753769884576,453.42755126953125,1.0645124912261963,0.0023390890564769506,1
21,0.010948687576191414,-9.272472394721492,,,,1
22,0.010704562303156697,-9.269125573284976,,,,1
23,0.03175422166522195,-9.271371097623051,,,,1
24,-0.004816240102493927,-9.26754198582856,,,,1
25,0.023102709337547128,-9.273539663611592,452.8895263671875,1.0590943098068237,0.0017974531510844827,1
26,0.0063082829887703565,-9.275793655143751,,,,1
27,0.02467752774726352,-9.268664387139408,,,,1
28,0.007648318088941123,-9.267584222596842,,,,1
29,0.00507971123127524,-9.272321965310956,,,,1
30,0.015417680756711577,-9.267131084953988,454.77496337890625,1.061254858970642,0.0015481862938031554,1
31,0.018756788351183915,-9.269761923309806,,,,1
32,0.005598709126751238,-9.268404297686956,,,,1
33,0.006704889976568488,-9.273742916492315,,,,1
34,0.01749867832628437,-9.26896808614264,,,,1
35,0.007191081810783321,-9.266683225239907,456.5093078613281,1.0644749402999878,0.0018497415585443377,1
36,0.007521596112694767,-9.274653777792738,,,,1
37,0.020784051705215297,-9.26905393287852,,,,1
38,0.007489081089839932,-9.272758529944854,,,,1
39,0.007739668428104931,-9.267555909556942,,,,1
40,0.020841484396352916,-9.266278387783291,455.8995361328125,1.0613584518432617,0.0008903241832740605,1
41,0.014739304114726593,-9.262624661197195,,,,1
42,-0.0003981293674470479,-9.2672769679473,,,,1
43,0.01375447839092084,-9.268445144583294,,,,1
44,0.010586265395794364,-9.27094719230712,,,,1
45,0.017296044566156507,-9.265173660291659,456.1280822753906,1.0676296949386597,0.002944627311080694,1
46,0.017744131274138725,-9.268930020865861,,,,1
47,0.01797229894990479,-9.269955866195104,,,,1
48,-0.008913619506968205,-9.269133734536338,,,,1
49,0.023908965195056173,-9.268583946294719,,,,1
50,0.012498090810997663,-9.269910306155264,455.6405334472656,1.0636268854141235,0.0017421903321519494,1
51,0.0185970370063454,-9.269399157354048,,,,1
52,0.009858934827766811,-9.275393441006853,,,,1
53,0.014472018018909535,-9.269888707182623,,,,1
54,0.018109649487761326,-9.271882935837432,,,,1
55,-0.0029753174562979216,-9.27095403225272,455.4247131347656,1.076859712600708,0.002180305542424321,1
56,0.022088563207588223,-9.266332045510099,,,,1
57,0.013206846564495285,-9.26187262293342,,,,1
58,0.009464021740040426,-9.264775234919329,,,,1
59,0.011239134069121854,-9.264998172129784,,,,1
60,0.014155280397768569,-9.267771293024916,454.9036560058594,1.0619010925292969,0.0012000513961538672,1
61,0.0006878748534074691,-9.27316468974927,,,,1
62,0.021665940770592012,-9.269804474357125,,,,1
63,0.0025859294101328043,-9.272237367563314,,,,1
64,0.03658199317019003,-9.268073670097165,,,,1
65,0.005314526846021792,-9.264192572840443,454.72607421875,1.059680700302124,0.0014203268801793456,1
66,0.0032700506344045207,-9.271240384011836,,,,1
67,0.010222180743239351,-9.271714130064824,,,,1
68,0.017419728887797793,-9.268832160251124,,,,1
69,0.024532728190851314,-9.267476473446493,,,,1
70,0.006313043429762112,-9.267310821926678,454.076171875,1.0622637271881104,0.0014438759535551071,1
71,0.012700293044408235,-9.26936873501831,,,,1
72,0.005313368413232632,-9.270565700697732,,,,1
73,0.007738428179309394,-9.271869141947139,,,,1
74,0.02896244190217092,-9.273547512667996,,,,1
75,-0.0024168912035989463,-9.270193979456709,452.9314880371094,1.0763081312179565,0.0022360498551279306,1
76,0.020802785341637663,-9.265288330249852,,,,1
77,0.018618374927955685,-9.269237018965342,,,,1
78,0.012659665112468329,-9.268017824504758,,,,1
79,0.0075204569080737065,-9.265542366079517,,,,1
80,0.016751225488838395,-9.275584008101816,452.5888671875,1.0620449781417847,0.0016620245296508074,1
81,0.0022085909447262316,-9.265365012458988,,,,1
82,0.014638588348382407,-9.266842619522468,,,,1
83,0.017385949142166523,-9.26885816288161,,,,1
84,0.003791060966339412,-9.267177683698547,,,,1
85,0.014382342900348163,-9.266196191310883,451.6885070800781,1.0690025091171265,0.001273920526728034,1
86,0.008270252177591917,-9.271706253290176,,,,1
87,0.026050818782274113,-9.270920987104203,,,,1
88,-0.004726167546196066,-9.270072990989352,,,,1
89,0.023707943500625703,-9.2666448671501,,,,1
90,0.01681158858086015,-9.267480997355667,451.94598388671875,1.061956763267517,0.0013741665752604604,1
91,-0.001428709853578105,-9.277835323885604,,,,1
92,0.01618162080766861,-9.268418722427809,,,,1
93,0.018309619289520032,-9.266532389434067,,,,1
94,0.01332636105563814,-9.264253845373235,,,,1
95,0.01561953727085912,-9.272067450560057,451.2039489746094,1.0635870695114136,0.0010116976918652654,1
96,-0.007214106146980507,-9.277287959010451,,,,1
97,0.03077560664245971,-9.271124828111875,,,,1
98,0.01227256644672268,-9.272658347666681,,,,1
99,0.0036581977029063193,-9.2737465325769,,,,1
100,0.014951062246862394,-9.270737574233875,450.3643493652344,1.0648363828659058,0.001871593645773828,1
101,0.0044259095760477525,-9.266319110051736,,,,1
102,0.007475261029555752,-9.270779341459274,,,,1
103,0.02228984264976433,-9.262813082524946,,,,1
104,0.00040118825502638295,-9.269902392909243,,,,1
105,0.028459723977375305,-9.270522200352662,450.92425537109375,1.0655609369277954,0.0015809612814337015,1
106,0.005369122152320937,-9.270356519655747,,,,1
107,0.016462873458053095,-9.268818964699765,,,,1
108,0.005324413834450688,-9.272443232419608,,,,1
109,0.01213145978209258,-9.262727759934805,,,,1
