epoch,loss_g,loss_d,fid,is_mean
1,3.559070048722269,0.5959868634676831,214.11102447509765,2.290847158432007
2,2.5464863326487084,0.6965544441189522,,
3,2.243176694459911,0.7368627071316934,,
4,2.3384158222689333,0.7140022934565687,,
5,2.545896783530012,0.6717442240725215,37.6892951965332,2.091954755783081
6,2.869346708508256,0.6033091399850499,,
7,3.1174430114607143,0.5824403098633146,,
8,3.2611475111424135,0.570752136536643,,
9,3.541594274329262,0.5139754043494025,,
10,3.550092207972939,0.5317697499424983,40.3690465927124,2.0756810903549194
11,3.699601046807276,0.5179340888547082,,
12,3.8570678080670917,0.49450254781633357,,
13,3.8608141880164033,0.49151663566883813,,
14,3.9875611915975475,0.48738317282026655,,
15,3.9381427518943815,0.4957435907334344,46.85990943908691,2.0661458134651185
16,4.087783253968207,0.47814251286351783,,
17,4.176945137915512,0.46485488291861665,,
18,4.203366935100311,0.4675140490707679,,
19,4.203987751129028,0.46991029325076655,,
20,4.403321630096572,0.4464981393617952,41.50551090240479,2.0578386425971984
21,4.330279046894075,0.4543608509577238,,
22,4.465247931960238,0.43718815294341146,,
23,4.403991572421967,0.448561360152104,,
24,4.553300380725892,0.44187203127986346,,
25,4.590618610489939,0.42863351644741166,41.291412925720216,2.0383766174316404
26,4.468120875957812,0.44804980463197086,,
27,4.860012127701034,0.4130950340603152,,
28,4.627680660267838,0.4313923619751237,,
29,4.493244143389364,0.44367864033860016,,
30,4.810766322915562,0.4206644240798604,40.560284805297854,2.0241384863853455
31,4.885508384440954,0.4193678172098266,,
32,4.691928194394,0.43504351660227164,,
33,4.669016560221202,0.4228231207109415,,
34,4.693860791641105,0.44042048442822235,,
35,4.8131160897266465,0.42122924401082545,46.147166061401364,2.0374874830245973
36,4.927271015160622,0.4101157152754629,,
37,4.882822260719477,0.4258010322530555,,
38,4.955708667448061,0.411348682979488,,
39,4.821853634529612,0.41868669996276886,,
40,4.944099449299598,0.4093763682704705,38.243221855163576,2.024311888217926
41,4.8241574024078115,0.4196167980376472,,
42,5.0616001404749245,0.4075967124448373,,
43,5.3066908120902045,0.39561887959129793,,
44,5.067468943263794,0.40431845623713275,,
45,5.072330437230869,0.4059028752975994,41.12175464630127,2.0246063709259032
46,5.00308970006533,0.40394287387020567,,
47,5.229126663486928,0.3900135655815785,,
48,5.0860629262311114,0.4082283962167736,,
49,5.288456612400329,0.3915329570189501,,
50,5.010683286173466,0.4113011866871618,44.04206771850586,2.015637719631195
51,5.31760371912621,0.38350146425585463,,
52,5.198662081020526,0.40706948507417984,,
53,5.225719242880885,0.3943904154257387,,
54,5.258820401788013,0.3962579579116442,,
55,5.2685824238020595,0.3911337876421773,41.695138931274414,2.029726207256317
56,5.189086571541061,0.39759903678781966,,
57,5.274383733103163,0.38319216213292545,,
58,5.412111080989527,0.38637709470513537,,
59,5.301670427577844,0.39414834808717425,,
60,5.180636229370243,0.40985833140265227,51.938365364074706,2.0302794694900514
61,5.3170631128403105,0.3914450755486122,,
62,5.288771228377238,0.3869113114272428,,
63,5.355344489456202,0.3919774148454014,,
64,5.08800173982755,0.4035968997858019,,
65,5.452807636485778,0.38515941626750505,49.8225622177124,2.025334620475769
66,5.31369453756473,0.38486304943505517,,
67,5.550177070057481,0.3823622943053388,,
68,5.187355207118333,0.4065506325127223,,
69,5.5072064116983235,0.3708451874044716,,
70,5.246275359378634,0.3897833700108732,59.49521675109863,2.0443053364753725
71,5.349886809125479,0.3947910863046463,,
72,5.489011260550708,0.37445659634903966,,
73,5.285437979087488,0.3959558411986909,,
74,5.586249561668334,0.37634059889958454,,
75,5.360554404203641,0.38626851740683243,59.133713722229004,2.0512703537940977
76,5.396946285234572,0.3897771890856262,,
77,5.581755138440137,0.3702330411053621,,
78,5.521146265541514,0.37585041309014344,,
79,5.540369993395721,0.399986347855411,,
80,5.438111029625718,0.378786383365464,57.72577438354492,2.0382880330085755
