epoch,loss_g,loss_c,gp,fid,is_mean
56,-29.913352038310126,-0.8611636153467884,0.03771969811564273,,
57,-30.18504204241546,-0.8574006524952976,0.037704094563744364,,
58,-30.450004014685437,-0.8511898124134625,0.03768711207349869,,
59,-30.75295105280576,-0.8469959007276522,0.037668406971814956,,
60,-31.091407173413494,-0.8413219868719995,0.037674088448683335,62.83823356628418,2.8590503454208376
61,-31.27705487713114,-0.8354800774500921,0.037553654975661606,,
62,-31.439025578548858,-0.830123671701738,0.037698159918964066,,
63,-31.73138608615715,-0.8243739946738824,0.03785065819169037,,
64,-31.9632720654661,-0.8232883428360198,0.03769273036159575,,
65,-32.16762415312387,-0.8159156321645616,0.037712775431964156,60.64457893371582,2.8585259675979615
66,-32.347923797827505,-0.814805105015948,0.037823456873908846,,
67,-32.50972666065176,-0.8094062725980798,0.03778428056674612,,
68,-32.79615694351129,-0.8060218140795514,0.03784672013513249,,
69,-32.89586952682975,-0.7992921236511711,0.03766166983527242,,
70,-33.14193253908958,-0.7940398947342293,0.03771116932466548,63.73729286193848,2.8498297452926638
71,-33.401146393972674,-0.7917698054880529,0.0378236969262101,,
72,-33.60307263269291,-0.7859086349293902,0.03775072415502599,,
73,-33.694670806481284,-0.7817765634376685,0.03759189365053927,,
74,-33.84377894935075,-0.7795017142395874,0.03772820378450182,,
75,-33.98573799199991,-0.7750306900564607,0.03779252097059458,58.35744934082031,2.866125965118408
76,-34.2702479617579,-0.7715307106504907,0.037768053384725706,,
77,-34.45302900726145,-0.7673900908523505,0.037609781077704754,,
78,-34.59507424239512,-0.7647239383284028,0.0376249690488847,,
79,-34.76884646107267,-0.7621851881067236,0.03769752933209032,,
80,-34.97221424721338,-0.7586016274832346,0.03768765742196929,57.51209831237793,2.863522434234619
81,-35.05501558488899,-0.7573357681294421,0.03787735134438071,,
82,-35.2785038918882,-0.7552487977734812,0.03784518261257742,,
83,-35.41805848024942,-0.7499392977961293,0.03798208302994083,,
84,-35.62437039271934,-0.7463441204357814,0.037862249999714145,,
85,-35.79267592196698,-0.7447875873192207,0.03786883663053957,55.130690002441405,2.86238214969635
86,-35.81209829237078,-0.7420071255077015,0.037619259998111144,,
87,-36.06374012481916,-0.7382406370623128,0.03772021693363135,,
88,-36.10994612303647,-0.7347625539019391,0.03781436953703397,,
89,-36.39611598094861,-0.7346174570230337,0.03802821316831205,,
90,-36.42147557193583,-0.7292502353241395,0.037612668752761466,56.73293533325195,2.8861202955245973
91,-36.549693947905425,-0.7278156298857469,0.037694872383816316,,
92,-36.700023673631094,-0.7265334931286899,0.03757149615753247,,
93,-36.882382877890045,-0.7232974874389756,0.03776047543192712,,
94,-36.96273093990513,-0.7186801425226919,0.037780120321207554,,
95,-37.07444423103666,-0.7199326935347977,0.03758878673514729,56.147779083251955,2.8799884796142576
96,-37.08824614303096,-0.7160935336893255,0.037646371977390736,,
97,-37.28772229998262,-0.7143537674750482,0.03776651192000592,,
98,-37.36162813785192,-0.7098149188748606,0.03770577955235551,,
99,-37.4538036273076,-0.7089568101442778,0.037920753139240496,,
100,-37.551220993228725,-0.7056156707810355,0.0378904916624493,55.704568481445314,2.8569814443588255
101,-37.65679420807979,-0.70437151385354,0.03756897729093704,,
102,-37.745330169400965,-0.7053470709107139,0.03770301555465724,,
103,-37.76063067287832,-0.6992254325559923,0.03771938551868592,,
104,-37.85974182332312,-0.699794023603826,0.03793602251078139,,
105,-37.879410748965256,-0.6955617379475307,0.03774713588377031,53.16631393432617,2.8656912326812742
106,-37.88036986247643,-0.6939874843283966,0.03793051959507142,,
107,-37.9700236979898,-0.6949191321026195,0.03762349741601782,,
108,-38.094094953086824,-0.6894388033793523,0.037800427147519446,,
109,-38.231978580584894,-0.6892371078471203,0.03774121248967607,,
110,-38.42294434317343,-0.6864587295305479,0.03794320923165529,56.572350311279294,2.8734169960021974
111,-38.46374910869799,-0.6885145529166802,0.03786742390349989,,
112,-38.51913771771051,-0.6863564700513453,0.037915887392103234,,
113,-38.63668250187294,-0.683873194497782,0.03784981743364198,,
114,-38.75245904105527,-0.6818701213890023,0.0379387307883618,,
115,-38.729769197210565,-0.6814351932152168,0.03774047384732175,55.41470565795898,2.874739909172058
116,-38.812190688740124,-0.6772204660869144,0.03792064402177539,,
117,-38.85427508670967,-0.6755489317687242,0.037794182780915155,,
118,-38.800024674655674,-0.6764764541512603,0.0379039955380783,,
119,-38.92149896163207,-0.6722725578121371,0.037838017435620666,,
120,-39.11434281047408,-0.6736184225215778,0.03785908170519853,53.00406150817871,2.9110368967056273
121,-39.110935627997335,-0.6700582356719704,0.037827270369980015,,
122,-39.15822628669805,-0.6720551500787268,0.037831443282563916,,
123,-39.26638584462079,-0.6698091097644993,0.03770793169261431,,
124,-39.30021231091106,-0.6655457284067061,0.03769804000393716,,
125,-39.253191282615795,-0.6659584181292073,0.037725690412383946,52.46850318908692,2.8884865999221803
126,-39.31628510726915,-0.6649027637668423,0.037844974470122916,,
127,-39.406488700179786,-0.6611626148223877,0.0377306550892617,,
128,-39.55795748650611,-0.6583983242094933,0.03783294054715393,,
129,-39.59642387236748,-0.6603850523908654,0.037821969470185055,,
130,-39.60688726085049,-0.6592960716961147,0.0376737819623912,53.23910713195801,2.8754706144332887
131,-39.60962739432608,-0.6564505377849499,0.03770549401325024,,
132,-39.70652982096572,-0.6558483799020728,0.03771886996000067,,
133,-39.70036197533974,-0.6557925110930329,0.037532855247772605,,
134,-39.752848203157214,-0.656081956791711,0.0376702356541373,,
135,-39.712270211381515,-0.6535224123434586,0.03766981983008645,50.707034301757815,2.894227886199951
136,-39.86744042701655,-0.6538570601206559,0.03773897632588535,,
137,-40.02583273574189,-0.649417853230363,0.03766529619159711,,
138,-40.1311028783138,-0.6518515472645526,0.037744255642035415,,
139,-40.28606770492934,-0.6487306270149205,0.037554925541764685,,
140,-40.359249840999816,-0.6492182585326108,0.037847034448848946,53.045518493652345,2.912204885482788
141,-40.554664782043936,-0.6465390164535363,0.03778559346699605,,
142,-40.63764921647685,-0.6463272098477904,0.03774682030886073,,
143,-40.664801375890946,-0.6464823291851924,0.037721280750681783,,
144,-40.61417349301852,-0.642213564652663,0.037831900948235256,,
145,-40.72229001797162,-0.6415621132700593,0.037743041297531574,52.477555465698245,2.8851394414901734
146,-40.84049115601953,-0.6415896762084294,0.037895473348419674,,
147,-40.97757457561426,-0.6384054886294411,0.037798703968739855,,
148,-41.152706755166285,-0.6367538081182467,0.03755766940270583,,
149,-41.191936642806844,-0.6397813422696574,0.03771479612849718,,
150,-41.3595130778276,-0.6369358332423897,0.03760377024316679,51.582760620117185,2.8892617225646973
