epoch,loss_g,loss_d,fid,is_mean
1,5.1155119493810925,0.6506290314752048,162.55869140625,2.539875316619873
2,3.451926739503513,0.6650646447589063,,
3,2.6915660672549127,0.7600037209529491,,
4,2.5791403915086706,0.7704565989270373,,
5,2.5858328254511944,0.7557259453721956,46.60696716308594,2.7233509063720702
6,2.6792883100108194,0.6969906249951322,,
7,2.781282952931202,0.6576592198195108,,
8,2.888949891516065,0.626288669001589,,
9,2.9882754082983425,0.5870152772640911,,
10,3.1098154553078006,0.5497179861165178,32.76669120788574,2.8481505870819093
11,3.2229309414406266,0.5228322834727812,,
12,3.3665422280520367,0.4877064367075711,,
13,3.5099086661691223,0.45487114599706924,,
14,3.549693484387879,0.4636069665600542,,
15,3.667677449861155,0.4267920634510318,26.744397735595705,2.9153398513793944
16,3.7802499167197268,0.4004830549366292,,
17,3.8374456395539185,0.4155467440926396,,
18,3.986036891265985,0.361627894008883,,
19,4.06369316344183,0.36816806572497685,,
20,4.115294126528941,0.3520280126202027,26.596483612060545,2.8342921257019045
21,4.25215348751907,0.3276601413855925,,
22,4.232950212827892,0.3559590729711726,,
23,4.3844882128517675,0.3007026268033883,,
24,4.3370901381563955,0.3340006042893519,,
25,4.461288247976862,0.30738594543622094,25.760998153686522,2.868637275695801
26,4.44505479481275,0.31875156964423834,,
27,4.556776402144123,0.30574766863219904,,
28,4.598539031354543,0.2903791090502968,,
29,4.597078175709347,0.30220951029910753,,
30,4.631115805951722,0.28347118004294664,23.67898826599121,2.9430622100830077
31,4.722278368621714,0.27807111693192954,,
32,4.744790550561353,0.2830156956413141,,
33,4.888075340560499,0.2563002427528917,,
34,4.8757139359148285,0.262722696793912,,
35,4.886943048273488,0.26865308852195174,25.602196502685548,2.8711761474609374
36,4.822806028975233,0.27991000154666723,,
37,8.204427405812321,0.2151581514421455,,
38,12.832935018457388,0.18642059575539066,,
39,12.698434860268007,0.19405955045093684,,
40,12.649083484078995,0.19756054110237403,93.85707511901856,2.511098837852478
