epoch,loss_g,loss_d,fid,is_mean,is_std,run
1,5.2092676091510635,0.6458454314753527,138.34226989746094,2.1673474311828613,0.020558448508381844,1
2,3.5002648900021645,0.6656086683348669,,,,1
3,2.6556261440682523,0.782533261797823,,,,1
4,2.5303389027187255,0.7783773133034351,,,,1
5,2.5533067413362027,0.7531223139253489,49.406715393066406,2.821143388748169,0.045446500182151794,1
6,2.618759053178819,0.7130389382259734,,,,1
7,2.7917054790329994,0.6383579957349562,,,,1
8,2.893345944234906,0.6218553040595785,,,,1
9,2.930312382109115,0.5981840606208999,,,,1
10,3.0423446519703012,0.5576913998604726,30.403587341308594,2.8995919227600098,0.056178923696279526,1
11,3.1307726155250664,0.5588715012678606,,,,1
12,3.3060790009810748,0.4897224535758215,,,,1
13,3.4980982887298433,0.4567468235723665,,,,1
14,3.591239700193061,0.4530698718825725,,,,1
15,3.5676565488977605,0.4555958065801264,26.904117584228516,2.9152114391326904,0.04043412581086159,1
16,3.8657554874523967,0.3534748960785596,,,,1
17,3.7800788812100294,0.4270559514362916,,,,1
18,3.8693564164089618,0.4287211347498499,,,,1
19,4.050028332098336,0.3460222350836139,,,,1
20,4.061889774190773,0.3631486529684549,24.74244499206543,2.7589290142059326,0.08536942303180695,1
21,4.278247787641872,0.30697374940318833,,,,1
22,4.204487363286269,0.37564209301740537,,,,1
23,4.290241893446814,0.3207132967692881,,,,1
24,4.380740581178042,0.3106699570879227,,,,1
25,4.499754035253167,0.301438520138544,25.215858459472656,2.845958948135376,0.05098472908139229,1
26,4.40518984825182,0.3258217427309711,,,,1
27,4.538078923929864,0.33735967707301,,,,1
28,4.4960588617944985,0.3182336424068841,,,,1
29,4.563047926985999,0.2711745699450807,,,,1
30,4.710294564333321,0.29499509672995766,22.3365535736084,2.9435088634490967,0.07367418706417084,1
31,4.71043614406426,0.2902902318500265,,,,1
32,4.55912314079862,0.30442854441353856,,,,1
33,5.0091555591474854,0.23633244913895574,,,,1
34,4.868892188586634,0.2851773439494448,,,,1
35,4.780751501865845,0.2740792642899715,28.145599365234375,2.9091076850891113,0.06989514082670212,1
36,4.731594685586517,0.29162047672121966,,,,1
37,21.046014688306226,0.05798721181292586,,,,1
38,44.0845675727661,5.3680667293633376e-06,,,,1
39,43.30099608111472,3.3289280568721977e-07,,,,1
40,42.921614124862344,2.1413395350048643e-07,374.7350769042969,1.0716651678085327,0.001833368674851954,1
