epoch,loss_g,loss_d,fid,is_mean,is_std,run
1,2.823928793653464,0.20628457920004925,338.3324890136719,1.0144625902175903,0.0005962605937384069,1
2,4.845914603043825,0.16380753102672532,,,,1
3,3.0156982181291294,0.29897427348754346,,,,1
4,3.0571565569465995,0.3037220802572038,,,,1
5,2.6963200935950646,0.3692728142835136,253.7356414794922,2.305704116821289,0.02842945232987404,1
6,2.2950221286115484,0.3888166756329373,,,,1
7,2.1682955420170074,0.41095023296582395,,,,1
8,1.9819408334218538,0.4243168570419662,,,,1
9,1.9159763771244602,0.4443954517826056,,,,1
10,1.7271584269837437,0.4874470607083068,202.70199584960938,2.899418354034424,0.04157419875264168,1
11,1.637733061471556,0.49492452026177675,,,,1
12,1.6236519442918973,0.5127581549633262,,,,1
13,1.5640348319569204,0.5201770316204454,,,,1
14,1.4444041632943683,0.5308681909217794,,,,1
15,1.456653225243601,0.5378787806018804,183.3741912841797,2.8106603622436523,0.04781578481197357,1
16,1.4021432938484044,0.5432199797569177,,,,1
17,1.361892646831325,0.5528920743709955,,,,1
18,1.3381758927025347,0.5557302693780671,,,,1
19,1.3093369856604145,0.5597075612371804,,,,1
20,1.2577266661275146,0.5755344423600751,164.2010955810547,3.097740650177002,0.07213649153709412,1
21,1.2400087766412995,0.5765229148997201,,,,1
22,1.2253617024065082,0.580757846371231,,,,1
23,1.2005034343809144,0.5896634208595651,,,,1
24,1.1853339614776464,0.5898207704990338,,,,1
25,1.1656142349681284,0.5977405789825652,150.51510620117188,3.3050334453582764,0.09319887310266495,1
26,1.149918724074323,0.5923058417363044,,,,1
27,1.110633904989968,0.6015795003145169,,,,1
28,1.0957867726046815,0.6049005950872715,,,,1
29,1.0840349066206532,0.6092792332936556,,,,1
30,1.0561958792117925,0.6150742787071782,142.30308532714844,3.3690121173858643,0.07502027601003647,1
31,1.0394930488024003,0.614096128150948,,,,1
32,1.0385035917035534,0.6172617519767876,,,,1
33,1.0216913993796732,0.619595153336851,,,,1
34,1.0147270058464801,0.6186439361837175,,,,1
35,1.0035595322011883,0.6185115542676713,135.41937255859375,3.48117995262146,0.06886367499828339,1
36,1.0018404783346715,0.6215059250338465,,,,1
37,0.9850435665784738,0.6246034686382,,,,1
38,0.982274118396971,0.6231358052573652,,,,1
39,0.9766214831262572,0.6271014217382822,,,,1
40,0.9742674287567791,0.6274498889588902,134.9968719482422,3.494802474975586,0.07608439773321152,1
41,0.9669790214452988,0.626028026907872,,,,1
42,0.9668353244534924,0.6296848102003081,,,,1
43,0.9616074122679539,0.6292308552397622,,,,1
44,0.9539529941020868,0.6297962841315147,,,,1
45,0.9552236665517856,0.6317834385439881,125.09416198730469,3.5487630367279053,0.10036192834377289,1
46,0.9555644711368104,0.6315881881194237,,,,1
47,0.9422172789390271,0.6323468061084421,,,,1
48,0.9440065428741977,0.6340696391386863,,,,1
49,0.9422568573146803,0.6346771543861455,,,,1
50,0.9353153267477312,0.6350938531323376,120.04656982421875,3.5114693641662598,0.07489930838346481,1
51,0.9303534185020332,0.6391165671694992,,,,1
52,0.9300366727969586,0.6399377243131654,,,,1
53,0.9253612838239751,0.640272733492729,,,,1
54,0.9206224198524768,0.6401146818429996,,,,1
55,0.9277732930122278,0.6398342576546546,124.19039916992188,3.675219774246216,0.08513429760932922,1
56,0.9226720814521496,0.6411769337888457,,,,1
57,0.9187175333499908,0.6403315218850079,,,,1
58,0.9160085517881263,0.641816566642533,,,,1
59,0.9179413145423955,0.6427039780423173,,,,1
