epoch,loss_g,loss_d,fid,is_mean
1,3.4469290126019567,0.3716243171515182,183.95952606201172,2.365917944908142
2,2.4737083316135866,0.5660659965732668,,
3,2.1157566633927196,0.6752089484252481,,
4,2.326811789887615,0.5857009168427724,,
5,2.6831747836238327,0.4673765495960784,57.96924247741699,3.629078722000122
6,2.9791915888476193,0.3906505993137566,,
7,3.1341239258525575,0.4008386368218523,,
8,3.2567610318060067,0.3630355574270217,,
9,3.5112760233069955,0.3058879888608542,,
10,3.4713792354316233,0.339486555962099,46.354299545288086,3.718991422653198
11,3.7040479710046994,0.29008608112792267,,
12,3.770946702744382,0.28839537496986983,,
13,4.127340148105266,0.22617841860802815,,
14,3.781852374506844,0.3251650411324202,,
15,4.282196391924706,0.20482494180154406,48.79352378845215,3.7798323154449465
16,3.932939126417857,0.28943625018697106,,
17,3.958347327416849,0.2950324672750898,,
18,4.247383222607975,0.2262686307953957,,
19,4.505785618283468,0.20299837056066816,,
20,4.148785302513796,0.27132842521079714,44.02782554626465,3.7508215427398683
21,4.282731700370913,0.2385270209601905,,
22,4.2280712142742924,0.2319876521499927,,
23,4.161229375140761,0.2860491332853746,,
24,4.419916433595722,0.21284407084110257,,
25,4.538896356626517,0.20423901591402216,41.64248504638672,3.7967437744140624
26,4.4297202180317825,0.23579850245071138,,
27,4.344569083013071,0.23791726344448122,,
28,4.71400611778775,0.17245934441219019,,
29,4.817277192074344,0.18722523285566559,,
30,4.6283845387028055,0.21689484479392354,43.488946533203126,3.858419966697693
31,4.859504437574154,0.17132492060422336,,
32,4.45834177508811,0.2254031644275404,,
33,4.676208294961507,0.1911715782855679,,
34,5.069836648760023,0.157581871319796,,
35,4.9749776486882,0.16747615859666182,40.731780242919925,3.79220073223114
36,4.924761351634043,0.17907126340211638,,
37,4.5860737508440925,0.22962243323439221,,
38,4.5788334549237515,0.18565331851470515,,
39,4.873492730957079,0.1784382977295303,,
40,4.712576435082547,0.22568690928851423,37.175296211242674,3.8392348527908324
41,5.063706101183819,0.16312344213619304,,
42,5.175997493130493,0.14587989030500403,,
43,5.260390296714287,0.13355766743494688,,
44,5.177782712479094,0.1728877725977397,,
45,4.9917912375823565,0.15670756735847904,40.85652542114258,3.931747031211853
46,4.876004111435082,0.19733619733522528,,
47,4.399097498696975,0.23761412510019034,,
48,4.963445578195736,0.16502624315831066,,
49,5.045199657247091,0.16270249428338984,,
50,5.3369860414397685,0.1353270914420758,40.7187801361084,3.798544239997864
51,5.2332088087644255,0.16567002954625656,,
52,5.276203181731523,0.165668104343369,,
53,5.0951742007604075,0.1636629409554741,,
54,5.651021652479067,0.09995666596425087,,
55,5.350036882451582,0.14147151073119524,43.935855102539065,3.827477288246155
56,5.239481128797044,0.15060979519882658,,
57,5.101971424106333,0.18467863176670224,,
58,5.73771965183461,0.09796654028294641,,
59,5.013304806723168,0.18311038187281609,,
60,5.175131036573324,0.15842207610292727,38.618148994445804,3.857202434539795
61,5.179828771667826,0.1260093705648055,,
62,5.2086650646680726,0.16456855512194285,,
63,4.973997838202362,0.1533038332269942,,
64,5.737267157891104,0.09883182076874097,,
65,5.519130403184706,0.1256900709600767,38.279462051391604,3.857646441459656
66,5.301015025407307,0.17116666913617593,,
67,5.395936576166597,0.13263174753629156,,
68,5.6610509809633625,0.13920512582043845,,
69,4.8877154491155235,0.17675748574850944,,
70,4.947216108156384,0.18544190460721502,32.5378396987915,3.9158342599868776
71,5.182145113386501,0.1549714885700323,,
72,5.515012195607663,0.12996664563013322,,
73,6.159141379625249,0.07903246513573338,,
74,6.303140950700344,0.07802488580510283,,
75,5.457319489651114,0.12129826443857523,40.560973739624025,3.8845286130905152
76,5.199259014459111,0.18290635414325043,,
77,5.206032088914146,0.14297826518747422,,
78,5.71441956352339,0.11011582317593674,,
79,5.360510210712733,0.1241423623274184,,
80,5.49910382135795,0.1551344570642363,34.73205718994141,3.9263861894607546
