epoch,loss_g,loss_c,fid,is_mean,is_std,run
1,-4.265005266542229,-0.3667861738121942,228.00601196289062,1.667887568473816,0.03535272926092148,1
2,-1.4522110318969796,-1.173061371931017,,,,1
3,-1.5357190291760061,-1.0361522420238913,,,,1
4,-1.2144800895688859,-0.8757537006059604,,,,1
5,-1.0013522002642246,-0.8019366362942194,150.49749755859375,2.6158177852630615,0.05438900738954544,1
6,-0.9858825989619192,-0.6864937003165197,,,,1
7,-0.6093553541076102,-0.7101009472202721,,,,1
8,-0.5047294058277408,-0.6079490475173693,,,,1
9,-0.6698857864708885,-0.6047110792285223,,,,1
10,-0.6833705671405939,-0.5401075269903673,132.0078125,2.358847141265869,0.04517369717359543,1
11,-0.4888987778681017,-0.5041008648266787,,,,1
12,-0.421702363062153,-0.49646721950462813,,,,1
13,-0.39588534338807285,-0.4579164957351339,,,,1
14,-0.21024748731902507,-0.44258935658883386,,,,1
15,-0.24563742338271222,-0.42050930574584033,121.47293090820312,2.35229229927063,0.020327813923358917,1
16,-0.2394987866115978,-0.4044163700674234,,,,1
17,-0.21908312634959531,-0.3835739419579888,,,,1
18,-0.20245363459134177,-0.3615018621071171,,,,1
19,-0.18336225382977722,-0.3471822184744105,,,,1
20,-0.21781947116368514,-0.33585648451759825,120.23785400390625,2.321002244949341,0.03856660798192024,1
21,-0.30731871253820764,-0.32444985750009053,,,,1
22,-0.26508193009527026,-0.31137765466912454,,,,1
23,-0.23157793554510195,-0.29855789684689543,,,,1
24,-0.21574764162512733,-0.28497617091415023,,,,1
25,-0.1960734289510746,-0.2731697170845091,121.02334594726562,2.34587025642395,0.056536827236413956,1
26,-0.25183065554123124,-0.2624847467356583,,,,1
27,-0.2094400907331668,-0.25407491443060504,,,,1
28,-0.2094777306196903,-0.25008726442827106,,,,1
29,-0.2347071557444905,-0.24124627271736698,,,,1
30,-0.13269464205826256,-0.23133987695646643,120.5477523803711,2.314216136932373,0.042161062359809875,1
31,-0.10593091592733353,-0.22351966650407112,,,,1
32,-0.05110673559407168,-0.21256902898992774,,,,1
33,0.006741265693764931,-0.21174551669822303,,,,1
34,0.029314229106073335,-0.209393325894912,,,,1
